No,日本語名,英語名,定義,カテゴリ,ドメイン
1745,コーポレートガバナンス・コード,Corporate Governance Code,コーポレートガバナンス・コードに関連する業務用語。,Entity,ガバナンス
1746,コーポレートガバナンス報告書,,コーポレートガバナンス報告書に関連する業務用語。,Entity,ガバナンス
1747,コーポレートベンチャーキャピタル,Corporate Venture Capital (CVC),コーポレートベンチャーキャピタルに関連する業務用語。,Event,投資
1748,コーポレート・ガバナンス,,コーポレート・ガバナンスに関連する業務用語。,Entity,ガバナンス
1749,コーポレート・ファイナンス,,コーポレート・ファイナンスに関連する業務用語。,Process,金融
1750,コーポレート・ブランディング,,コーポレート・ブランディングに関連する業務用語。,Concept,共通
1751,コーポレート・ブランド,,コーポレート・ブランドに関連する業務用語。,Concept,マーケティング
1752,コーラブル債,,コーラブル債に関連する業務用語。,Concept,共通
1753,コール,Call,コールに関連する業務用語。,Concept,共通
1754,コールオプション,,コールオプションに関連する業務用語。,Concept,投資
1755,コールドチェーン,Cold Chain,コールドチェーンに関連する業務用語。,Concept,共通
1756,コールローン,,コールローンに関連する業務用語。,Process,金融
1757,コール・オプション,,コール・オプションに関連する業務用語。,Concept,投資
1758,コール市場,,コール市場に関連する業務用語。,Concept,共通
1759,ゴルディロックス相場,,ゴルディロックス相場に関連する業務用語。,Concept,共通
1760,ゴーイングコンサーン,,ゴーイングコンサーンに関連する業務用語。,Concept,共通
1761,ゴーイングプライベート,,ゴーイングプライベートに関連する業務用語。,Concept,共通
1762,ゴーイング・コンサーン,,ゴーイング・コンサーンに関連する業務用語。,Concept,共通
1763,ゴーイング・コンサーン規定,,ゴーイング・コンサーン規定に関連する業務用語。,Concept,共通
1764,ゴールデンクロス,,ゴールデンクロスに関連する業務用語。,Concept,共通
1765,ゴールデンパラシュート,,ゴールデンパラシュートに関連する業務用語。,Concept,共通
1766,ゴールデン・パラシュート対抗措置,,ゴールデン・パラシュート対抗措置に関連する業務用語。,Concept,共通
1767,ゴー・トゥー・マーケット戦略,Go-to-Market Strategy,ゴー・トゥー・マーケット戦略に関連する業務用語。,Concept,共通
1768,サイクル・タイム,,サイクル・タイムに関連する業務用語。,Concept,共通
1769,サイコグラフィック変数,,サイコグラフィック変数に関連する業務用語。,Concept,共通
1770,サイコロ,,サイコロに関連する業務用語。,Concept,共通
1771,サイコロジカルライン,,サイコロジカルラインに関連する業務用語。,Concept,共通
1772,サイバーセキュリティ,Cybersecurity,サイバーセキュリティに関連する業務用語。,Concept,共通
1773,サイバーリスク,Cyber Risk,サイバーリスクに関連する業務用語。,Concept,共通
1774,サクセッション・プランニング,,サクセッション・プランニングに関連する業務用語。,Concept,共通
1775,サスティナブル成長率,,サスティナブル成長率に関連する業務用語。,Concept,共通
1776,サステナビリティに関する考え方及び取組,Sustainability Approach and Initiatives,サステナビリティに関する考え方及び取組に関連する業務用語。,Concept,ESG
1777,サステナビリティボンド,Sustainability Bond,サステナビリティボンドに関連する業務用語。,Concept,ESG
1778,サステナビリティー,,サステナビリティーに関連する業務用語。,Concept,ESG
1779,サステナブル,,サステナブルに関連する業務用語。,Concept,共通
1780,サブスクリプション,Subscription,サブスクリプションに関連する業務用語。,Metric,財務分析
1781,サブスクリプションモデル,,サブスクリプションモデルに関連する業務用語。,Metric,財務分析
1782,サブファンド,,サブファンドに関連する業務用語。,Metric,投資
1783,サブプライムローン,,サブプライムローンに関連する業務用語。,Process,金融
1784,サブ・ブランド戦略,,サブ・ブランド戦略に関連する業務用語。,Concept,マーケティング
1785,サブ連結/段階連結,,サブ連結/段階連結に関連する業務用語。,Document,会計
1786,サプライチェーンコンサルティング,Supply Chain Consulting,サプライチェーンコンサルティングに関連する業務用語。,Concept,調達
1787,サプライチェーンマネジメント,Supply Chain Management,サプライチェーンマネジメントに関連する業務用語。,Concept,調達
1788,サプライチェーン・マネジメント,,サプライチェーン・マネジメントに関連する業務用語。,Concept,調達
1789,サポートゾーン,,サポートゾーンに関連する業務用語。,Concept,共通
1790,サポートライン,,サポートラインに関連する業務用語。,Concept,共通
1791,サマーラリー,,サマーラリーに関連する業務用語。,Concept,共通
1792,サミット,,サミットに関連する業務用語。,Concept,共通
1793,サムライ債,,サムライ債に関連する業務用語。,Concept,共通
1794,サヤ,,サヤに関連する業務用語。,Concept,共通
